ID,Title,Volume,Author,Source ID
[P000540](https://github.com/OpenPecha/P000540),ཟབ་ཆོས་ཞི་ཁྲོ་དགོངས་པ་རང་གྲོལ་གྱི་དབུ་ཚལ་དྲི་མའི་འཇིགས་སྐྱོབ།,,,bdr:W3CN4051
[P000541](https://github.com/OpenPecha/P000541),འཁོར་ལོ་སྡོམ་པའི་དབང་ཆོག་ངག་འདོན་གྱི་རིམ་པ།,,,bdr:W8LS17345
[P000542](https://github.com/OpenPecha/P000542),བཀའ་འགྱུར། ༼ལི་ཐང༽,,,bdr:W4CZ7445
[P000543](https://github.com/OpenPecha/P000543),དཔྱད་རྩོམ་ནོར་བུའི་ཕྲེང་བ་༔ ༡,,,bdr:W00KG03611
[P000544](https://github.com/OpenPecha/P000544),རིག་འཛིན་དགྱེས་པའི་མཆོད་སྤྲིན,,,bdr:W1KG854
[P000545](https://github.com/OpenPecha/P000545),སངས་རྒྱས་བཀྲ་ཤིས་སམ་སྲོག་བདག་རྡོ་རྗེ་དཔའ་བོ་རྩལ་གྱི་བྱུང་བ་བརྗོད་པའི་ས་བོན་ཉེར་མཁོ,,,bdr:W1KG4265
[P000546](https://github.com/OpenPecha/P000546),གསུང་འབུམ། ཤེས་རབ་རྒྱལ་མཚན།,,,bdr:W8LS16918
[P000547](https://github.com/OpenPecha/P000547),དགེ་ལྡན་ལེགས་བཤད་པདྨ་དཀར་པོའི་ཆུན་པོའི་ཆུན་པོའི་འགྲེལ་པ་ཉི་མའི་འོད་ཟེར།,,,bdr:W942
[P000548](https://github.com/OpenPecha/P000548),གཞོན་ནུ་དྲུག་གི་རྟོགས་བརྗོད།,,,bdr:W21782
[P000549](https://github.com/OpenPecha/P000549),བོད་ལྗོངས་ཡུལ་སྐོར,,,bdr:W1KG869
[P000550](https://github.com/OpenPecha/P000550),འཛམ་གླིང་གནའ་རབས་ལོ་རྒྱུས་ཀྱི་གཏམ་རྒྱུད།,,,bdr:W1KG6134
[P000551](https://github.com/OpenPecha/P000551),ཨོ་རྒྱན་གུ་རུ་པདྨ་འབྱུང་གནས་ཀྱི་རྣམ་ཐར་བསྡུས་པ་དོན་ལྡན་དང་འབྲེལ་བའི་སྙིང་པོ་རྡོ་རྗེའི་སྒྲ་དབྱངས་ཀྱི་ཕྲེང་བ,,,bdr:W27597
[P000552](https://github.com/OpenPecha/P000552),གསུང་འབུམ། བཞད་པའི་རྡོ་རྗེ།,,,bdr:W22130
[P000553](https://github.com/OpenPecha/P000553),བྲག་དཀར་སྤྲེལ་རྫོང་གི་གནས་བཤད།,,,bdr:W1KG25661
[P000554](https://github.com/OpenPecha/P000554),ས་སྐྱའི་གདུང་རབས་ངོ་མཚར་རིན་ཆེན་ཀུན་འཕེལ,,,bdr:W27310
[P000555](https://github.com/OpenPecha/P000555),སྡོམ་གསུམ་རྣམ་བཤད་ཐར་ལམ་གསལ་བའི་མེ་ལོང་,,,bdr:W00KG03666
[P000556](https://github.com/OpenPecha/P000556),བོད་ཀྱི་སྔ་རབས་ཁྲིམས་སྲོལ་ཡིག་ཆ་བདམས་བསྒྲིགས／,,,bdr:W3CN6897
[P000557](https://github.com/OpenPecha/P000557),ལེགས་བཤད་འོད་དཀར་འཕྲེང་བ། ༼༡༤༽,,,bdr:W1KG16214
[P000558](https://github.com/OpenPecha/P000558),ལས་བརྒྱ་པ།,,,bdr:W29653
[P000559](https://github.com/OpenPecha/P000559),བྱང་ཆུབ་སེམས་དཔའི་ས་དང་ཚོམས་ཞེས་བྱ་བ།,,,bdr:W1KG16610
[P000560](https://github.com/OpenPecha/P000560),ཁྲོ་ཆུ་རྫོང་གི་ས་ཆའི་མིང་བཏུས།,,,bdr:W1PD90122
[P000561](https://github.com/OpenPecha/P000561),མཁས་གྲུབ་རྒྱ་མཚོའི་རྣམ་ཐར,,,bdr:W5331
[P000562](https://github.com/OpenPecha/P000562),རྒྱལ་མཚན་རྩེ་མོའི་དཔུང་རྒྱན་གཟུངས་དང་ཆ་གསུམ།,,,bdr:W8LS17366
[P000563](https://github.com/OpenPecha/P000563),སྔོན་འགྲོའི་ཁྲིད་ཡིག་བཀའ་ལུང་རྒྱ་མཚོ,,,bdr:W21805
[P000564](https://github.com/OpenPecha/P000564),རི་ཆོས་ལྷན་ཐབས,,,bdr:W23201
[P000565](https://github.com/OpenPecha/P000565),སྔ་འགྱུར་དགེ་མང་དགོན་གྱི་གདན་རབས་དང་མཁན་དོན་གྲུབ་ཉི་མ་མཆོག་གི་མཛད་རྣམ་མདོར་བསྡུས,,,bdr:W00KG07866
[P000566](https://github.com/OpenPecha/P000566),ལེགས་བཤད་འོད་དཀར་འཕྲེང་བ། ༼༡༥༽,,,bdr:W1KG16213
[P000567](https://github.com/OpenPecha/P000567),རྒྱུན་སྤྱོད་བོད་རིགས་གཏམ་དཔེ་བསགས་མཛོད,,,bdr:W21860
[P000568](https://github.com/OpenPecha/P000568),ཡང་གསང་རྟ་ཕག་གི་བསྙེན་ཡིག་མཁས་གྲུབ་དུ་མའི་དགོངས་གསལ་ཉི་མའི་འོད་ཟེར།,,,bdr:W8LS19296
[P000569](https://github.com/OpenPecha/P000569),རི་ཡི་ཆོས་གཏམ་ཀུན་བཟང་པོའི་སྒྲ་དབྱངས།,,,bdr:W3CN5072
[P000570](https://github.com/OpenPecha/P000570),ཞི་ཁྲོ་དགོངས་པ་རང་གྲོལ་,,,bdr:W1KG6048
[P000571](https://github.com/OpenPecha/P000571),རི་བོ་དགེ་ལྡན་པའི་ཆོས་སྤྱོད་ཁག་གཅིག་གི་འགྲེལ་བ།,,,bdr:W00KG04059
[P000572](https://github.com/OpenPecha/P000572),རྒྱུད་བླའི་ཊཱི་ཀ,,,bdr:W2DB4614
[P000573](https://github.com/OpenPecha/P000573),སྙན་ངག་ལས་འཕྲོས་པའི་མཚུངས་སྒྲའི་དཔྱད་པ།,,,bdr:W1KG25755
[P000574](https://github.com/OpenPecha/P000574),རྟ་རྒྱུག་རྒྱལ་འཇོག,,,bdr:W22037
[P000575](https://github.com/OpenPecha/P000575),སོ་སོར་ཐར་པའི་མདོ,,,bdr:W1KG4467
[P000576](https://github.com/OpenPecha/P000576),ཡེ་ཤེས་བླ་མའི་སྙིང་ཐིག,,,bdr:W8LS20144
[P000577](https://github.com/OpenPecha/P000577),བྱམས་ཆོས་སྡེ་ལྔ།,,,bdr:W1AC52
[P000578](https://github.com/OpenPecha/P000578),བྱ་ཁྱུང་གདན་རབས,,,bdr:W20846
[P000579](https://github.com/OpenPecha/P000579),གྲུབ་ཆེན་བརྒྱད་ཅུའི་རྣམ་ཐར་དང་ཞལ་ཐང་།,,,bdr:W30106
[P000580](https://github.com/OpenPecha/P000580),ཆར་རླུང་རྗེས་ཀྱི་ཉི་འོད།,,,bdr:W3CN6870
[P000581](https://github.com/OpenPecha/P000581),བཀའ་མ་དོང་སྤྲུགས་དང་གཏེར་ཁ་གོང་འོག་གི་ཆོ་གའི་སྐོར།,,,bdr:W1KG10782
[P000582](https://github.com/OpenPecha/P000582),དགོངས་གཅིག་ཡིག་ཆ,,,bdr:W1648
[P000583](https://github.com/OpenPecha/P000583),མངའ་རིས་མང་ཡུལ་སྐྱིད་གྲོང་རྒྱ་དགུའི་ལོ་རྒྱུས་དང་འབྲེལ་བའི་བློ་བཟང་སྒྲོལ་མའི་ནང་མིའི་ལོ་རྒྱུས་ནོར་བུའི་མེ་ལོང་།,,,bdr:W1PD87837
[P000584](https://github.com/OpenPecha/P000584),འདུས་པ་མདོ་སོགས་ཀྱི་ཙཀླི།,,,bdr:W2PD17480
[P000585](https://github.com/OpenPecha/P000585),བརྒྱད་སྟོང་འགྲེལ་ཆེན་མངོན་པར་རྟོགས་པའི་རྒྱན་གྱི་སྣང་བ།,,,bdr:W3CN6654
[P000586](https://github.com/OpenPecha/P000586),གསུང་འབུམ། བློ་བཟང་འཇམ་དབྱངས་སྨོན་ལམ,,,bdr:W16515
[P000587](https://github.com/OpenPecha/P000587),གཡག་རྒྱལ་གཏེར་སྟོན་བཟང་པོ་རྡོ་རྗེའི་གཏེར་བྱོན་སྲིན་རྒྱལ་བདུད་འདུལ་དྲག་པོའི་སྒྲུབ་ཐབས་ཡང་ཟབ་རྡོ་རྗེ་ཕ་ལམ་གྱི་ཆོས་སྡེ་,,,bdr:W1KG4000
[P000588](https://github.com/OpenPecha/P000588),འཛམ་གླིང་འཁྲུག་ཆེན་གཉིས་པ།,,,bdr:W1KG6136
[P000589](https://github.com/OpenPecha/P000589),འཇུག་ཊཱིཀ་དྭགས་བརྒྱུད་གྲུབ་པའི་ཤིང་རྟ།,,,bdr:W1KG23134
[P000590](https://github.com/OpenPecha/P000590),གནས་ཡིག་ལམ་སྟོན་སྒྲོན་མེ། ,,,bdr:W1AC349
[P000591](https://github.com/OpenPecha/P000591),དགག་གཞག་དང་དཀྱེལ་ཡངས། ,,,bdr:W1AC299
[P000592](https://github.com/OpenPecha/P000592),བོད་ལྗོངས་ཆོས་ལུགས,,,bdr:W1KG873
[P000593](https://github.com/OpenPecha/P000593),ཁྱབ་བདག་འཁོར་ལོའི་དབང་ཕྱུག་ངག་དབང་སྐལ་ལྡན་རྒྱ་མཚོའི་རྣམ་ཐར་ཀུན་བཟང་སྤྱོད་ཚུལ་སྣང་བའི་སྒྲོན་མེ་,,,bdr:W1KG5812
[P000594](https://github.com/OpenPecha/P000594),དྲག་ཏུ་ལྡིང་བའི་ཡིག་འབྲུ་འདི་དག,,,bdr:W1PD159392
[P000595](https://github.com/OpenPecha/P000595),གཞོན་ནུའི་ཡིག་རྩལ་སྦྱོང་དེབ།,,,bdr:W1KG25652
[P000596](https://github.com/OpenPecha/P000596),ངལ་རྩོལ་སྐོར་གྱི་རྩོད་གླེང་། ,,,bdr:W1AC439
[P000597](https://github.com/OpenPecha/P000597),གསུང་འབུམ། བློ་གཏེར་དབང་པོ།,,,bdr:W1KG16714
[P000598](https://github.com/OpenPecha/P000598),གངས་ཅན་བརྡ་དག་བློ་གསལ་དགྱེས་པའི་རོལ་མཚོ་དང་བོད་ཀྱི་བརྡ་དག་ལ་བརྟེན་ནས་ཤེས་བྱ་ཀུན་ལ་འཇུག་པའི་སྒོ་རྣམ་པར་དབྱེ་བ་ནོར་བུའི་མེ་ལོང་།༼སྟོད་ཆ།༽,,,bdr:W1AC261
[P000599](https://github.com/OpenPecha/P000599),གསར་བསྒྱུར་རཱ་མ་ཡཱ་ཎའི་རྟོགས་བརྗོད།,,,bdr:W1KG655
[P000600](https://github.com/OpenPecha/P000600),སྡོམ་གསུམ་རབ་དབྱེའི་འགྲེལ་པ་ཆེན་པོ,,,bdr:W19610
[P000601](https://github.com/OpenPecha/P000601),དཀར་བཟློག་དམར་བཟློག,,,bdr:W1KG14511
[P000602](https://github.com/OpenPecha/P000602),དཔལ་ལྡན་བླ་མ་ཐམས་ཅད་མཁྱེན་གཟིགས་ཆེན་པོ་ངག་དབང་འཇིགས་མེད་གྲགས་པའི་རྣམ་པར་ཐར་པ་བྱང་ཆེན་སྤྱོད་པའི་རྒྱ་མཚོར་འཇུག་པའི་གཏམ་སྙན་པའི་ཡན་ལག་འབུམ་ལྡན་རྫོགས་ལྡན་དགའ་ཆར་སྦྱིན་པའི་ཆོས་ཀྱི་སྤྲིན་ཆེན་པོའི་དབྱངས,,,bdr:W23154
[P000603](https://github.com/OpenPecha/P000603),ཀུན་རིག་གི་ཆོ་གའི་སྒྲུབ་སྐོར།,,,bdr:W1KG12280
[P000604](https://github.com/OpenPecha/P000604),རྡོ་རྗེའི་མགུར་དྲུག་གསུང་རྒྱུན་ཐོར་བུ,,,bdr:W00EGS1017352
[P000605](https://github.com/OpenPecha/P000605),རང་བྱུང་གནོད་འཚེ་སེར་སྐྱོན་སྐོར,,,bdr:W20859
[P000606](https://github.com/OpenPecha/P000606),རྫོགས་པ་ཆེན་པོ་བསྒྲགས་པ་སྐོར་གསུམ།,,,bdr:W3PD403
[P000607](https://github.com/OpenPecha/P000607),རྭ་བསྟོད་བསྡུས་གྲྭ།（སོག་ཧུ་རེའི་པར་མ）,,,bdr:W1KG1623
[P000608](https://github.com/OpenPecha/P000608),རྩོམ་དཔྱད་གཏམ་ཚོགས།,,,bdr:W20127
[P000609](https://github.com/OpenPecha/P000609),ར་ཆུང་གཏེར་སྟོན་པདྨ་འཕྲིན་ལས་གླིང་པའི་རྣམ་ཐར,,,bdr:W00KG010085
[P000610](https://github.com/OpenPecha/P000610),བླ་མའི་རྣལ་འབྱོར་བྱིན་རླབས་མྱུར་སྩོལ་གྱི་ཁྲིད་ཡིག,,,bdr:W1KG8464
[P000611](https://github.com/OpenPecha/P000611),སྒྱུ་མ་ལམ་གྱི་རིམ་པའི་འགྲེལ་པ,,,bdr:W1CZ1157
[P000612](https://github.com/OpenPecha/P000612),ལག་ལེན་བདུད་རྩིའི་གཏེར་སྒྲོམ། མན་ངག་བདུད་རྩིའི་བུམ་བཟང།,,,bdr:W1KG24726
[P000613](https://github.com/OpenPecha/P000613),སྔོན་འགྲོ་ཆོས་སྤྱོད་ཐར་ལམ་དཀར་པོ་དང་གསོལ་འདེབས་སྨོན་ལམ་སོགས།,,,bdr:W1KG22545
[P000614](https://github.com/OpenPecha/P000614),ལམ་རིམ། ༼དཔལ་ལྡན་ས་སྐྱ་པའི་དཔེ་ཚོགས།༽,,,bdr:W29894
[P000615](https://github.com/OpenPecha/P000615),རབ་གནས་བཀྲ་ཤིས་འབྲིང་པོ།,,,bdr:W4CZ74215
[P000616](https://github.com/OpenPecha/P000616),རྒྱན་གྱི་བསྟན་བཅོས་དབྱངས་ཅན་ངག་གི་རོལ་མཚོ,,,bdr:W20132
[P000617](https://github.com/OpenPecha/P000617),འཁྲུངས་གླིང་མེ་ཏོག་ར་བ།,,,bdr:W1KG16571
[P000618](https://github.com/OpenPecha/P000618),སྒྲ་དང་སྡེབ་སྦྱོར།,,,bdr:W29032
[P000619](https://github.com/OpenPecha/P000619),ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པའི་མན་ངག་གི་བསྟན་བཅོས་མངོན་པར་རྟོགས་པའི་རྒྱན་འགྲེལ་པ་དང་བཅས་པ་ལེགས་པར་བཤད་པ་རིན་པོ་ཆེའི་བང་མཛོད,,,bdr:W30175
[P000620](https://github.com/OpenPecha/P000620),ས་སྐྱའི་ལམ་འབྲས།,,,bdr:W2PD19769
[P000621](https://github.com/OpenPecha/P000621),གཟན་ཆག་གི་ལས་སྣོན་བསྲེས་སྦྱོར་དང་ཉིན་རེའི་གཟན་ཆག་སྦྱོར་སྡེབ།,,,bdr:W1KG24995
[P000622](https://github.com/OpenPecha/P000622),གནམ་འོག་གི་འཇིག་རྟེན,,,bdr:W26004
[P000623](https://github.com/OpenPecha/P000623),དགེ་འདུན་གྲུབ་པ་དཔལ་བཟང་པོའི་རྣམ་ཐར་,,,bdr:W2CZ7860
[P000624](https://github.com/OpenPecha/P000624),འདུལ་བ་མདོའི་དགོངས་པ་གསལ་བར་བྱེད་པ།,,,bdr:W1KG3397
[P000625](https://github.com/OpenPecha/P000625),གསུང་འབུམ། བསྟན་པའི་དབང་ཕྱུག,,,bdr:W4PD759
[P000626](https://github.com/OpenPecha/P000626),བོད་གངས་ཅན་གྱི་སྒྲ་རིག་པའི་བསྟན་བཅོས་ལེ་ཚན་འགའ་ཕྱོགས་བསྡུས།,,,bdr:W1KG25350
[P000627](https://github.com/OpenPecha/P000627),ཁམས་སྲིང་མོ་རྫོང་གི་གནས་ཡིག་དཀར་ཆག,,,bdr:W25092
[P000628](https://github.com/OpenPecha/P000628),སྔ་འགྱུར་གཡག་ཟེའི་མཁས་གྲུབ་རྣམས་ཀྱི་གསུང་ཐོར་བུ།,,,bdr:W1PD181181
[P000629](https://github.com/OpenPecha/P000629),བོད་ལུགས་གསོ་རིག་གི་རྒྱུན་མཐོང་ནད་འགོག་བཅོས་ཀྱི་དྲི་བ་དྲིས་ལན།,,,bdr:W3CN4879
[P000630](https://github.com/OpenPecha/P000630),སྒྲ་བྲེ་བྲག་རྟོགས་བྱེད་ཆེན་མོ་སྐད་བཞི་ཤན་སྦྱར་མ།,,,bdr:W3CN6915
[P000631](https://github.com/OpenPecha/P000631),མངོན་བརྗོད་དང་དག་ཡིག་སོགས། ༼ཞོལ་པར་མ།༽,,,bdr:W1KG10663
[P000632](https://github.com/OpenPecha/P000632),རི་ཆོས་མཚམས་ཀྱི་ཞལ་གདམས།,,,bdr:W2PD17419
[P000633](https://github.com/OpenPecha/P000633),རྩོམ་ཡིག་གསེར་གྱི་སྦྲམ་བུ,,,bdr:W19680
[P000634](https://github.com/OpenPecha/P000634),ཡེ་ཤེས་ཀྱི་ཌཱ་ཀི་མ་ཇོ་མོ་ལབ་སྒྲོན་གྱི་རྣམ་ཐར་དང་བཀའ་ཚོམས་ཆེན་མོ་སོགས།,,,bdr:W1KG25228
[P000635](https://github.com/OpenPecha/P000635),བླ་མ་དམ་པ་བསོད་ནམས་རྒྱལ་མཚན་གྱི་བཀའ་འབུམ་ལས་པོད་ད་པ།,,,bdr:W23630
[P000636](https://github.com/OpenPecha/P000636),སྟོད་ལུང་བདེ་ཆེན་རྫོང་།,,,bdr:W20171
[P000637](https://github.com/OpenPecha/P000637),བྱང་ཆུབ་ལམ་གྱི་རིམ་པའི་དམིགས་ཁྲིད་སྐྱོང་ཚུལ་མདོར་བསྡུས་ཐར་འདོད་འཇུག་ངོགས,,,bdr:W1KG4859
[P000638](https://github.com/OpenPecha/P000638),ངག་དབང་བཟང་པོའི་རྣམ་ཐར་གྱི་ཆ་ཤས་བརྗོད་པ་ཟླ་ཚེས་བདུད་རྩིའི་འཛུམ་རླབས་,,,bdr:W1KG3868
[P000639](https://github.com/OpenPecha/P000639),ཚེ་འདས་ཟས་བསྔོ།,,,bdr:W3CN2370
[P000640](https://github.com/OpenPecha/P000640),བསྟན་རིམ་ཆེན་མོ,,,bdr:W1PD45157
[P000641](https://github.com/OpenPecha/P000641),ཨ་གྲགས་གཟི་རྫོང་།,,,bdr:W1KG16793
[P000642](https://github.com/OpenPecha/P000642),སློབ་དཔོན་ཀླུ་སྒྲུབ་དང་རྒྱལ་བུ་བདེ་བྱེད་བཟང་པོས་མཛད་པའི་རོ་དངོས་གྲུབ་ཅན་གྱི་སྒྲུང་ངོ་མཚར་རྨད་བྱུང་,,,bdr:W1AT874
[P000643](https://github.com/OpenPecha/P000643),མཆོད་རྟེན་དང་ཚ་ཚ་གདབ་པའི་ཆོ་གའི་གཞུང་གསུམ་ཕྱོགས་གཏུས།,,,bdr:W1KG5875
[P000644](https://github.com/OpenPecha/P000644),ཉེ་བརྒྱུད་ཡི་གེ་དྲུག་པའི་སྒོམ་ལུང་འབོགས་ཚུལ,,,bdr:W00KG01621
[P000645](https://github.com/OpenPecha/P000645),འབྲུག་པའི་རྗེ་མཁན་པོ་ངག་དབང་ཕྲིན་ལས་དང་། ཤེས་རབ་རྒྱལ་མཚན། ཡོན་ཏན་རྒྱལ་མཚན་གསུམ་གྱི་རྣམ་ཐར།,,,bdr:W30150
[P000646](https://github.com/OpenPecha/P000646),ཐོག་མར་བློ་སྦྱོང་ཆོས་ཀྱི་སྒོ་འབྱེད།,,,bdr:W389
[P000647](https://github.com/OpenPecha/P000647),གསང་སྔགས་ལམ་འགྲེལ་དང་ཞལ་གདམས་དམར་ཁྲིད་བཅས།,,,bdr:W1KG13012
[P000648](https://github.com/OpenPecha/P000648),གླིང་རྗེ་གེ་སར་རྒྱལ་པོའི་སྒྲུང་། གྱི་ལིང་བཅུ་གསུམ་འབྱུང་ཁུངས་སྐོར།,,,bdr:W3PD386
[P000649](https://github.com/OpenPecha/P000649),བོད་ལུགས་གསོ་རིག་གི་དངུལ་ཁབ་ལག་ལེན།,,,bdr:W1KG24759
[P000650](https://github.com/OpenPecha/P000650),གཟུངས་འབུལ་ལག་ལེན,,,bdr:W1KG3555
[P000651](https://github.com/OpenPecha/P000651),ཟླ་བའི་རྨི་ལམ།,,,bdr:W1KG16705
[P000652](https://github.com/OpenPecha/P000652),དཔལ་ཀུན་རིག་གི་ཆོ་ག་ཐམས་ཅད་མཁྱེན་པ་གཞན་ཕན་ལྷུན་གྲུབ་ཀྱི་ནག་འགྲོས་རབ་ཏུ་གསལ་བ།,,,bdr:W1KG17591
[P000653](https://github.com/OpenPecha/P000653),སངས་རྒྱས་ཀྱི་མཚན་ལྔ་སྟོང་བཞི་བརྒྱ་ལྔ་བཅུ་རྩ་གསུམ་པ། ༼སྐུ་འབུམ་པར་མ།༽,,,bdr:W22353
[P000654](https://github.com/OpenPecha/P000654),རྩ་མདོའི་འགྲེལ་པ་བདུད་རྩིའི་ཟེགས་མ།,,,bdr:W29146
[P000655](https://github.com/OpenPecha/P000655),ལོ་མ་གྱོན་མར་བརྟེན་པའི་རིལ་སྒྲུབ་ཀྱི་ངག་འདོན།,,,bdr:W8LS18094
[P000656](https://github.com/OpenPecha/P000656),ནང་རིག་པའི་ཚིག་མཛོད།,,,bdr:W1KG5842
[P000657](https://github.com/OpenPecha/P000657),མཁའ་འགྲོ་གསང་བ་ཀུན་འདུས་ཀྱི་ཆོས་སྐོར།,,,bdr:W4PD925
[P000658](https://github.com/OpenPecha/P000658),ཕྱག་དྲུག་ཡེ་ཤེས་ཀྱི་མགོན་པོ་ལ་བརྟེན་པའི་གཏོར་བཟློག་བདུད་སྡེའི་དཔུང་འཇོམས་གནམ་ལྕགས་རྡོ་རྗེའི་ཐོག་མདའ་ཚ་དཔལ,,,bdr:W1CZ1050
[P000659](https://github.com/OpenPecha/P000659),བདེ་མཆོག་ཡབ་ཡུམ་ལ་བསྟོད་པ་རྐང་བརྒྱད་འགྲེལ་པ་,,,bdr:W1CZ2049
[P000660](https://github.com/OpenPecha/P000660),དབྱངས་ཅན་ངག་གི་འགྱུར་ཁུག,,,bdr:W1KG16945
[P000661](https://github.com/OpenPecha/P000661),མཁས་གྲུབ་ཆེན་པོ་རྣམ་གྲོལ་བཟང་པོའི་རྣམ་ཐར་དད་པའི་སྤུ་ལོང་གཡོ་བྱེད་ངོ་མཚར་ཅན,,,bdr:W23953
[P000662](https://github.com/OpenPecha/P000662),ཚེ་བརྟན་ལྷ་རམས་པའི་གསུང་འབུམ།  ༼སྟོན་ཆ༽  ༼སྨད་ཆ༽,,,bdr:W1AC29
[P000663](https://github.com/OpenPecha/P000663),བཀའ་གདམས་ཀྱི་སྐྱེས་བུ་དམ་པ་རྣམས་ཀྱི་གསུང་བགྲོས་ཐོར་བུ་བ་རྣམས,,,bdr:W23746
[P000664](https://github.com/OpenPecha/P000664),ཆོས་རྗེ་འཇིགས་མེད་ཕུན་ཚོགས་ཀྱི་རྣམ་ཐར་བསྡུས་པ་དད་པའི་གསོས་སྨན,,,bdr:W1PD76232
[P000665](https://github.com/OpenPecha/P000665),དུས་ཀྱི་སྒྲོན་མེ།,,,bdr:W1KG25719
[P000666](https://github.com/OpenPecha/P000666),བླ་མ་མཆོད་པའི་ཆོ་ག་,,,bdr:W1KG5664
[P000667](https://github.com/OpenPecha/P000667),སྔ་འགྱུར་བཀའ་མའི་ཆོས་སྡེ་རྣམས་ཀྱི་བཞུགས་བྱང་དཀར་ཆག་རྣམ་གནོན་ཚངས་པའི་འཁོར་ལོ།,,,bdr:W1KG12301
[P000668](https://github.com/OpenPecha/P000668),བོད་ཀྱི་གསོ་རིག་ཆོས་འབྱུང་བཻཌཱུརྱའི་འཕྲེང་བ,,,bdr:W20027
[P000669](https://github.com/OpenPecha/P000669),བདུད་རྩི་སྨན་གྱི་འཁྲུངས་དཔེ,,,bdr:W20043
[P000670](https://github.com/OpenPecha/P000670),ཧི་མ་ལ་ཡའི་ཕར་ཚུར།,,,bdr:W8LS18181
[P000671](https://github.com/OpenPecha/P000671),ཀོང་ཐེའུ་རང་གི་ར་རྫོང་ཕབ་པ།,,,bdr:W1KG17025
[P000672](https://github.com/OpenPecha/P000672),འཛམ་གླིང་ཆེན་པོའི་རྒྱས་བཤད་སྣོད་བཅུད་ཀུན་གསལ་མེ་ལོང་།,,,bdr:W1KG9280
[P000673](https://github.com/OpenPecha/P000673),དེང་དུས་ཀྱི་རིག་ནུས་ལག་འཁྱེར་ཁ་པར་དང་ངོས་ལེབ་གློག་ཀླད་སྤྱོད་བརྡའི་རྒྱ་བོད་ཤན་སྦྱར།༡,,,bdr:W3CN6682
[P000674](https://github.com/OpenPecha/P000674),སྦྲང་ཆར། ༼དུས་དེབ།༽,,,bdr:W20813
[P000675](https://github.com/OpenPecha/P000675),རིགས་ལམ་སྦྱོང་སྟངས་དང་སྦྱར་བའི་དངོས་གཞིའི་སློབ་དེབ་རིག་པའི་ཉིན་བྱེད།,,,bdr:W1KG15995
[P000676](https://github.com/OpenPecha/P000676),བསླུ་བྲིད།,,,bdr:W1PD105816
[P000677](https://github.com/OpenPecha/P000677),འོད་ཟེར་ཅན་མའི་དགྲ་སྒྲུབ།,,,bdr:W8LS18110
[P000678](https://github.com/OpenPecha/P000678),ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་འབུམ་པ་,,,bdr:W1KG3391
[P000679](https://github.com/OpenPecha/P000679),ས་སྐྱ་ལེགས་བཤད་བོད་རྒྱ་དབྱིན་གསུམ་ཤན་སྦྱར།,,,bdr:W8LS20242
[P000680](https://github.com/OpenPecha/P000680),ཧ་རུའེ་ཕོད་ཐར་དང་གསང་བའི་ཁང་པ།,,,bdr:W1KG14545
[P000681](https://github.com/OpenPecha/P000681),སྙིང་སྡུག་མཛའ་མོ་དྲན་གླུ།,,,bdr:W1KG21223
[P000682](https://github.com/OpenPecha/P000682),སྡེབ་སྦྱོར་གྱི་རྣམ་བཤད་ཤེས་བྱ་ཀུན་རིག་མཁྱེན་གཏེར་ལྷ་ཡི་འཛུམ་ཟེར,,,bdr:W1CZ2390
[P000683](https://github.com/OpenPecha/P000683),ཐུའུ་བཀྭན་ཆོས་ཀྱི་ཉི་མའི་རྟོགས་བརྗོད་པདྨ་དཀར་པོ,,,bdr:W22170
[P000684](https://github.com/OpenPecha/P000684),རྩིས་གཞུང,,,bdr:W29978
[P000685](https://github.com/OpenPecha/P000685),ཧོར་འདུལ་གཡུལ་རྒྱལ་ལྷའི་རྔ་སྒྲ།,,,bdr:W1KG17024
[P000686](https://github.com/OpenPecha/P000686),ཀློང་ཆེན་སྙིང་ཐིག་རྩ་པོད།,,,bdr:W3CN505
[P000687](https://github.com/OpenPecha/P000687),གསུང་འབུམ། ཤཱཀྱ་རིན་ཆེན,,,bdr:W8684
[P000688](https://github.com/OpenPecha/P000688),བོད་གངས་ཅན་གྱི་སྒྲ་རིག་པའི་མ་ལག་ཆ་ཚང་བར་བརྗོད་པའི་བསྟན་བཅོས་སྐལ་ལྡན་སྟོང་གི་འཇུག་ངོགས,,,bdr:W25054
[P000689](https://github.com/OpenPecha/P000689),༢༠༡༡ལོའི་ལྷུག་རྩོམ།,,,bdr:W1PD159525
[P000690](https://github.com/OpenPecha/P000690),སྐྱེ་བོ་ཀུན་ལ་གདམ་པའི་རིན་ཆེན་ལུགས་ཀྱི་བསྟན་བཅོས་མི་ཟད་པའི་གཏེར།,,,bdr:W1KG23570
[P000691](https://github.com/OpenPecha/P000691),ངེས་ཤེས་རིན་པོ་ཆེའི་སྒྲོན་མེད་དང་མཁས་འཇུག་གི་སྡོམ་བྱང་།,,,bdr:W2PD19386
[P000692](https://github.com/OpenPecha/P000692),བཙན་ལྷ་རྫོང་ས་གནས་ལོ་རྒྱུས།（རྒྱ་ཡིག）,,,bdr:W1PD90032
[P000693](https://github.com/OpenPecha/P000693),ཀུན་བཟང་བླ་མའི་ཞལ་ལུང་།,,,bdr:W1KG1578
